no             name           lat            lon            depth          mag            dist           fq             mxFq           err            
11             ci38443183     35.7053333     -117.5038333   10.5           6.4            19             2              4              1              
12             ci38443607     35.6013333     -117.597       2.81           4.59           8              4              4              1              
13             ci38443719     35.716         -117.56        1.92           4.58           12             4              6              2              
14             ci38443871     35.6715        -117.4788333   5.16           4.5            18             4              4              1              
15             ci38450263     35.7603333     -117.575       6.95           5.37           17             4              4              1              
16             ci38457487     35.7253333     -117.5535      0.88           4.97           13             2              6              2              
17             ci38457511     35.7695        -117.5993333   8.0            7.1            17             2              4              1              
18             ci37222196     35.9496667     -117.7376667   9.28           4.81           35             4              7              1              
19             ci38457519     35.9216667     -117.729       8.17           4.64           32             4              7              1              
20             ci37219484     35.748         -117.5456667   3.9            4.55           15             4              7              1              
21             ci37219500     35.6166667     -117.4301667   9.35           4.73           23             4              6              2              
22             ci37219156     35.891         -117.7365      9.1            4.64           29             4              5              1              
23             ci37219468     35.861         -117.6778333   6.82           4.52           25             6              6              2              
24             ci37219164     35.8031667     -117.6178333   11.44          4.84           21             6              6              2              
25             ci37219172     35.8606667     -117.6708333   10.32          4.61           25             6              7              2              
26             ci37219180     35.9138333     -117.7258333   8.0            4.5            31             7              7              2              
27             ci37219564     35.5303333     -117.4313333   3.83           4.57           25             7              7              2              
28             ci38457583     35.9028333     -117.7115      3.18           4.51           29             4              6              1              
29             ci38457687     35.9011667     -117.7495      5.04           5.5            29             4              6              2              
30             ci38457703     35.9035        -117.7001667   8.26           4.97           29             5              7              2              
31             ci38457775     35.5551667     -117.5215      5.5            4.68           17             1              3              1              
32             ci38457815     35.5846667     -117.6145      9.73           4.8            13             6              6              1              
33             ci38457847     35.9101667     -117.6848333   7.41           5.44           30             2              6              1              
34             ci38457967     35.9           -117.7376667   1.9            4.85           29             2              4              1              
35             ci38458679     35.911         -117.7385      4.99           4.63           30             3              7              2              
36             ci38460311     35.639         -117.4913333   3.14           4.56           15             1              4              1              
37             ci38460967     35.898         -117.7271667   3.95           4.89           28             3              5              1              
39             ci38469375     35.8235        -117.663       6.51           4.5            20             3              4              1              
40             ci38472279     35.7683333     -117.5781667   10.45          4.53           18             6              7              0              
