no                            name                          time                          lat                           lon                           depth                         mag                           dist                          
2                             ci13935988                    2003-02-22T12:19:10.920000Z   34.312                        -116.8448333                  5.589                         4.99                          92.0                          
3                             ci13936812                    2003-02-22T19:33:45.800000Z   34.3096667                    -116.8503333                  1.409                         4.5                           92.0                          
4                             ci13938812                    2003-02-25T04:03:04.800000Z   34.3155                       -116.8445                     1.099                         4.61                          93.0                          
5                             ci13945908                    2003-03-11T19:28:17.910000Z   34.3591667                    -116.1331667                  3.069                         4.64                          108.0                         
6                             ci14151344                    2005-06-12T15:41:46.520000Z   33.5325                       -116.5666667                  13.051                        5.2                           10.0                          
7                             ci14155260                    2005-06-16T20:53:26.020000Z   34.058                        -117.0113333                  10.558                        4.88                          70.0                          
8                             ci14178184                    2005-08-31T22:47:45.530000Z   33.1663333                    -115.6351667                  4.003                         4.63                          103.0                         
9                             ci14178248                    2005-08-31T23:32:11.040000Z   33.1896667                    -115.603                      4.267                         4.57                          105.0                         
10                            ci12217067                    2005-09-02T01:27:18.610000Z   33.1748333                    -115.6311667                  4.977                         4.5                           103.0                         
11                            ci14179736                    2005-09-02T01:27:19.590000Z   33.1533333                    -115.6463333                  1.207                         5.08                          102.0                         
12                            ci10215753                    2006-11-03T15:56:43.050000Z   32.676                        -116.0481667                  13.436                        4.62                          107.0                         
13                            ci10275733                    2007-09-02T17:29:14.790000Z   33.7321667                    -117.477                      12.192                        4.73                          80.0                          
14                            ci14433456                    2009-03-24T11:55:43.930000Z   33.3171667                    -115.7281667                  6.003                         4.77                          89.0                          
15                            ci14608980                    2010-04-05T01:52:25.420000Z   32.5933333                    -115.7733333                  4.085                         4.68                          130.0                         
16                            ci14609660                    2010-04-05T03:15:24.770000Z   32.6465                       -115.8055                     1.243                         4.96                          123.0                         
17                            ci14612516                    2010-04-05T11:14:14.890000Z   32.6638333                    -115.8088333                  13.653                        4.93                          122.0                         
18                            ci14613212                    2010-04-05T13:33:05.360000Z   32.6401667                    -115.8018333                  0.002                         4.73                          124.0                         
19                            ci14617100                    2010-04-06T04:12:21.260000Z   32.5936667                    -115.7738333                  3.983                         4.56                          130.0                         
20                            ci14618772                    2010-04-06T10:06:37.750000Z   32.6651667                    -115.8106667                  1.733                         4.51                          122.0                         
21                            ci10597061                    2010-04-10T09:12:28.030000Z   32.6753333                    -115.7581667                  9.715                         4.5                           124.0                         
22                            ci10629477                    2010-04-22T17:12:13.050000Z   32.6595                       -115.8075                     5.315                         4.63                          122.0                         
23                            ci14682004                    2010-04-27T10:55:35.720000Z   32.6921667                    -115.8465                     3.278                         4.58                          117.0                         
24                            ci10657533                    2010-05-08T18:33:10.750000Z   32.6815                       -115.7971667                  5.955                         4.8                           121.0                         
25                            ci10657549                    2010-05-08T18:46:27.460000Z   32.6755                       -115.8101667                  2.383                         4.69                          121.0                         
26                            ci10671989                    2010-05-19T00:38:59.780000Z   32.6601667                    -115.8253333                  8.913                         4.53                          121.0                         
27                            ci14718756                    2010-05-22T17:30:58.170000Z   32.6168333                    -115.7563333                  8.073                         4.9                           129.0                         
28                            ci14718764                    2010-05-22T17:33:17.900000Z   32.6243333                    -115.7683333                  7.493                         4.6                           128.0                         
29                            ci14745580                    2010-06-15T04:26:58.240000Z   32.705                        -115.9113333                  8.756                         5.71                          112.0                         
30                            ci10736069                    2010-07-07T23:53:33.480000Z   33.4173333                    -116.4746667                  12.318                        5.42                          20.0                          
31                            ci10832573                    2010-11-04T19:39:59.550000Z   32.8645                       -115.9973333                  13.146                        4.57                          93.0                          
32                            ci15296281                    2013-03-11T16:56:06.060000Z   33.5008333                    -116.4581667                  10.943                        4.7                           19.0                          
33                            ci15520985                    2014-07-05T16:59:34.090000Z   34.2823333                    -117.0266667                  7.25                          4.58                          94.0                          
34                            ci37374687                    2016-06-10T08:04:38.700000Z   33.4315                       -116.4426667                  12.31                         5.19                          22.0                          
36                            ci38488354                    2020-05-10T22:07:40.370000Z   33.0183333                    -116.0201667                  10.16                         4.54                          80.0                          
37                            ci39338407                    2020-08-10T15:56:14.330000Z   33.2468333                    -115.69                       2.07                          4.59                          95.0                          
38                            ci39641528                    2020-10-01T00:31:27.280000Z   33.0546667                    -115.5906667                  14.19                         4.93                          111.0                         
39                            ci39919392                    2021-06-05T17:55:58.820000Z   33.14                         -115.6348333                  5.78                          5.25                          104.0                         
